T,current_cost,candidate_cost,probability,accepted,type,idx1,x1,z1,idx2,x2,z2
264.66275,5349,5286,1,true,Swap,4,-28,-23,0,-65,81
264.66275,5286,5121,1,true,Swap,1,-28,-23,4,-9,-55
264.66275,5121,5124,0.9887288,true,Move,3,145,6,,148,1
264.66275,5124,5024,1,true,Move,2,154,-103,,149,-98
264.66275,5024,5095,0.7647044,true,Swap,1,-65,81,0,-28,-23
248.78299,5095,5126.5,0.8810716,true,Move,0,-28,-23,,-26,-28
248.78299,5126.5,5111.5,1,true,Move,0,-26,-28,,-31,-23
248.78299,5111.5,5071.5,1,true,Move,2,149,-98,,148,-95
248.78299,5071.5,5085,0.9471819,true,Move,0,-31,-23,,-35,-22
248.78299,5085,5102,0.93394977,true,Move,1,-65,81,,-62,86
248.78299,5102,5079,1,true,Move,0,-35,-22,,-37,-18
248.78299,5079,5053,1,true,Move,3,148,1,,143,2
248.78299,5053,5013,1,true,Move,2,148,-95,,144,-95
248.78299,5013,5019.5,0.97421116,true,Move,3,143,2,,142,6
248.78299,5019.5,5069.5,0.8179301,false,Move,2,144,-95,,148,-96
248.78299,5019.5,5370.5,0.24393141,true,Swap,2,-37,-18,0,144,-95
248.78299,5370.5,5405.5,0.868763,true,Move,2,-37,-18,,-37,-23
248.78299,5405.5,5318.5,1,true,Swap,2,-9,-55,4,-37,-23
248.78299,5318.5,5405.5,0.7048979,true,Swap,2,-37,-23,4,-9,-55
248.78299,5405.5,5449.5,0.8378963,false,Move,4,-9,-55,,-13,-59
248.78299,5405.5,5456.5,0.814649,true,Move,1,-62,86,,-63,91
248.78299,5456.5,5411.5,1,true,Move,2,-37,-23,,-36,-18
248.78299,5411.5,5420,0.96641076,true,Move,3,142,6,,143,6
248.78299,5420,5360,1,true,Swap,3,144,-95,0,143,6
248.78299,5360,5377,0.93394977,false,Move,3,144,-95,,144,-97
248.78299,5360,5342,1,true,Move,2,-36,-18,,-35,-16
248.78299,5342,5328,1,true,Swap,1,-9,-55,4,-63,91
248.78299,5328,5280.5,1,true,Move,0,143,6,,139,3
248.78299,5280.5,5242,1,true,Move,0,139,3,,135,2
248.78299,5242,5198,1,true,Move,1,-9,-55,,-4,-52
248.78299,5198,5243,0.83453506,true,Move,1,-4,-52,,-5,-57
248.78299,5243,5271,0.89355457,true,Move,2,-35,-16,,-38,-17
248.78299,5271,4848,1,true,Swap,1,144,-95,3,-5,-57
248.78299,4848,4839.5,1,true,Move,0,135,2,,134,0
248.78299,4839.5,4889.5,0.8179301,false,Move,3,-5,-57,,-8,-62
248.78299,4839.5,4868,0.8917605,true,Move,0,134,0,,137,4
248.78299,4868,4851,1,true,Move,1,144,-95,,139,-98
248.78299,4851,4862,0.956748,true,Move,3,-5,-57,,0,-58
248.78299,4862,4820,1,true,Move,1,139,-98,,135,-96
248.78299,4820,4834.5,0.94338226,true,Move,3,0,-58,,-5,-60
248.78299,4834.5,5485.5,0.07304071,false,Swap,2,137,4,0,-38,-17
248.78299,4834.5,4800,1,true,Move,3,-5,-60,,-6,-56
248.78299,4800,4814.5,0.94338226,false,Move,1,135,-96,,133,-99
248.78299,4800,5255,0.1605896,false,Swap,4,135,-96,1,-63,91
248.78299,4800,4785.5,1,true,Move,3,-6,-56,,-7,-54
248.78299,4785.5,4819,0.87401694,true,Move,3,-7,-54,,-2,-58
248.78299,4819,4794.5,1,true,Move,3,-2,-58,,0,-55
248.78299,4794.5,4834,0.85319006,true,Move,3,0,-55,,5,-57
248.78299,4834,4795,1,true,Move,1,135,-96,,131,-94
248.78299,4795,5173,0.2188439,false,Swap,1,5,-57,3,131,-94
248.78299,4795,4825.5,0.88462025,false,Move,0,137,4,,139,7
248.78299,4795,5173,0.2188439,false,Swap,3,131,-94,1,5,-57
248.78299,4795,4826,0.88284415,true,Move,1,131,-94,,132,-97
248.78299,4826,5207,0.2162208,false,Swap,1,5,-57,3,132,-97
248.78299,4826,4894,0.7608412,true,Move,4,-63,91,,-67,95
233.856,4894,4896,0.9914842,true,Move,1,132,-97,,137,-94
233.856,4896,4699,1,true,Swap,3,-67,95,4,5,-57
233.856,4699,4919.5,0.38950136,false,Swap,3,-38,-17,2,-67,95
233.856,4699,4707,0.96636945,true,Move,4,5,-57,,3,-59
233.856,4707,4693,1,true,Move,2,-38,-17,,-35,-18
233.856,4693,4718.5,0.8966932,true,Move,3,-67,95,,-72,93
233.856,4718.5,4746.5,0.88715833,true,Move,2,-35,-18,,-39,-18
233.856,4746.5,4745,1,true,Move,4,3,-59,,2,-59
233.856,4745,4724.5,1,true,Move,0,137,4,,136,0
233.856,4724.5,4741.5,0.929885,true,Move,3,-72,93,,-69,98
233.856,4741.5,4741.5,1,true,Move,2,-39,-18,,-38,-19
233.856,4741.5,4717,1,true,Move,4,2,-59,,4,-54
233.856,4717,5369,0.06154169,false,Swap,1,-69,98,3,137,-94
233.856,4717,4746,0.88337284,true,Move,0,136,0,,138,4
233.856,4746,4678,1,true,Move,3,-69,98,,-66,93
233.856,4678,4713,0.8609966,true,Move,2,-38,-19,,-43,-19
233.856,4713,4721.5,0.96430546,true,Move,3,-66,93,,-66,94
233.856,4721.5,4704.5,1,true,Move,3,-66,94,,-63,95
233.856,4704.5,4755.5,0.8040588,true,Move,3,-63,95,,-68,96
233.856,4755.5,4736.5,1,true,Move,0,138,4,,137,1
233.856,4736.5,4715.5,1,true,Move,2,-43,-19,,-45,-14
233.856,4715.5,4676,1,true,Move,1,137,-94,,136,-90
233.856,4676,4710,0.8646862,true,Move,0,137,1,,141,1
233.856,4710,5094,0.19358549,false,Swap,1,4,-54,4,136,-90
233.856,4710,4700,1,true,Move,4,4,-54,,1,-53
233.856,4700,4718.5,0.92393965,true,Move,4,1,-53,,6,-55
233.856,4718.5,4871.5,0.51983243,false,Swap,0,136,-90,1,141,1
233.856,4718.5,4730.5,0.9499807,true,Move,4,6,-55,,3,-58
233.856,4730.5,5117.5,0.19111794,false,Swap,1,3,-58,4,136,-90
233.856,4730.5,4725,1,true,Move,1,136,-90,,135,-90
233.856,4725,4740.5,0.9358687,true,Move,4,3,-58,,6,-60
233.856,4740.5,4765.5,0.8986125,true,Move,4,6,-60,,8,-64
233.856,4765.5,4757.5,1,true,Move,1,135,-90,,132,-91
233.856,4757.5,5089,0.24230962,false,Swap,2,8,-64,4,-45,-14
233.856,4757.5,4757,1,true,Move,1,132,-91,,135,-89
233.856,4757,5126,0.20640932,false,Swap,1,8,-64,4,135,-89
233.856,4757,4803,0.8214352,false,Move,0,141,1,,144,-4
233.856,4757,4744,1,true,Move,0,141,1,,139,-1
233.856,4744,4729.5,1,true,Move,0,139,-1,,136,-3
233.856,4729.5,4666.5,1,true,Move,2,-45,-14,,-40,-10
233.856,4666.5,4680.5,0.94189084,true,Move,4,8,-64,,10,-66
233.856,4680.5,4668.5,1,true,Move,4,10,-66,,13,-63
233.856,4668.5,5192.5,0.10638454,false,Swap,0,-68,96,3,136,-3
233.856,4668.5,4643,1,true,Move,3,-68,96,,-67,94
233.856,4643,4651.5,0.96430546,true,Move,3,-67,94,,-65,97
233.856,4651.5,4643,1,true,Move,3,-65,97,,-67,94
233.856,4643,4592,1,true,Move,3,-67,94,,-63,92
233.856,4592,4946,0.22008269,false,Swap,4,135,-89,1,13,-63
233.856,4592,4952,0.21450788,false,Swap,2,13,-63,4,-40,-10
233.856,4592,4577.5,1,true,Move,1,135,-89,,139,-84
219.82465,4577.5,4582,0.9797372,true,Move,4,13,-63,,16,-63
219.82465,4582,4598.5,0.927688,true,Move,0,136,-3,,134,-8
219.82465,4598.5,4573,1,true,Move,1,139,-84,,138,-82
219.82465,4573,4543.5,1,true,Move,4,16,-63,,11,-59
219.82465,4543.5,4507,1,true,Move,1,138,-82,,133,-82
219.82465,4507,4518,0.9511915,true,Move,0,134,-8,,134,-10
219.82465,4518,4501,1,true,Move,3,-63,92,,-64,89
219.82465,4501,5031,0.08972439,false,Swap,0,-64,89,3,134,-10
219.82465,4501,4550,0.8001909,true,Move,2,-40,-10,,-44,-13
219.82465,4550,4584,0.85669893,true,Move,3,-64,89,,-67,90
219.82465,4584,4617.5,0.85864973,true,Move,4,11,-59,,15,-64
219.82465,4617.5,4671,0.78397685,false,Move,1,133,-82,,136,-86
219.82465,4617.5,4645.5,0.8804041,true,Move,2,-44,-13,,-45,-16
219.82465,4645.5,4631.5,1,true,Move,0,134,-10,,133,-9
219.82465,4631.5,4657,0.89047384,false,Move,3,-67,90,,-67,93
219.82465,4631.5,4606.5,1,true,Move,4,15,-64,,13,-60
219.82465,4606.5,4621,0.93616676,true,Move,1,133,-82,,131,-85
219.82465,4621,4753,0.548549,false,Swap,1,133,-9,0,131,-85
219.82465,4621,4572,1,true,Move,2,-45,-16,,-42,-12
219.82465,4572,4579,0.9686581,true,Move,2,-42,-12,,-43,-12
219.82465,4579,4588,0.95988506,true,Move,0,133,-9,,136,-6
219.82465,4588,4577,1,true,Move,1,131,-85,,129,-85
219.82465,4577,4568.5,1,true,Move,3,-67,90,,-64,92
219.82465,4568.5,4566,1,true,Move,1,129,-85,,127,-86
219.82465,4566,4627.5,0.7559588,true,Move,0,136,-6,,140,-11
219.82465,4627.5,4969.5,0.21102355,false,Swap,2,13,-60,4,-43,-12
219.82465,4627.5,4857.5,0.35123897,false,Swap,4,-64,92,3,13,-60
219.82465,4627.5,4641.5,0.9382985,true,Move,1,127,-86,,128,-87
219.82465,4641.5,4573.5,1,true,Move,3,-64,92,,-60,88
219.82465,4573.5,4582,0.9620708,false,Move,3,-60,88,,-58,91
219.82465,4573.5,4538.5,1,true,Move,4,13,-60,,8,-55
219.82465,4538.5,4487.5,1,true,Move,3,-60,88,,-57,85
219.82465,4487.5,4509,0.9068255,false,Move,4,8,-55,,4,-60
219.82465,4487.5,4481.5,1,true,Swap,0,8,-55,4,140,-11
219.82465,4481.5,4496.5,0.93403983,true,Move,4,140,-11,,144,-7
219.82465,4496.5,5199.5,0.040843666,false,Swap,3,128,-87,1,-57,85
219.82465,4496.5,4482,1,true,Move,0,8,-55,,13,-51
219.82465,4482,4479.5,1,true,Move,4,144,-7,,144,-6
219.82465,4479.5,4509.5,0.8724304,false,Move,4,144,-6,,145,-11
219.82465,4479.5,4895.5,0.15070705,true,Swap,3,144,-6,4,-57,85
219.82465,4895.5,4479.5,1,true,Swap,4,144,-6,3,-57,85
219.82465,4479.5,4459,1,true,Move,0,13,-51,,14,-47
219.82465,4459,4459,1,true,Swap,4,14,-47,0,144,-6
219.82465,4459,4561,0.6287596,true,Swap,0,128,-87,1,144,-6
219.82465,4561,4596,0.85281056,true,Move,1,144,-6,,149,-3
219.82465,4596,4575,1,true,Move,2,-43,-12,,-44,-8
219.82465,4575,4572,1,true,Move,0,128,-87,,129,-86
219.82465,4572,4563.5,1,true,Move,3,-57,85,,-55,86
219.82465,4563.5,4614.5,0.79294366,true,Move,3,-55,86,,-57,90
219.82465,4614.5,4648.5,0.85669893,true,Move,3,-57,90,,-61,90
206.63516,4648.5,4839,0.3977567,true,Swap,4,-44,-8,2,14,-47
206.63516,4839,4839,1,true,Move,3,-61,90,,-65,86
206.63516,4839,4892,0.77376217,true,Move,1,149,-3,,154,-6
206.63516,4892,5137,0.30554304,false,Swap,3,129,-86,0,-65,86
206.63516,4892,5468,0.06157363,false,Swap,0,14,-47,2,129,-86
206.63516,4892,4908,0.92549074,true,Move,4,-44,-8,,-43,-13
206.63516,4908,4944,0.840112,true,Move,4,-43,-13,,-44,-18
206.63516,4944,4948,0.98082834,true,Move,2,14,-47,,18,-45
206.63516,4948,4880,1,true,Move,3,-65,86,,-61,82
206.63516,4880,4824,1,true,Move,2,18,-45,,17,-40
206.63516,4824,4832.5,0.9596993,true,Move,3,-61,82,,-61,83
206.63516,4832.5,4842.5,0.9527579,true,Move,1,154,-6,,154,-10
206.63516,4842.5,4849,0.9690332,true,Move,0,129,-86,,124,-90
206.63516,4849,4798.5,1,true,Move,0,124,-90,,121,-86
206.63516,4798.5,4756.5,1,true,Move,2,17,-40,,15,-37
206.63516,4756.5,4818,0.742579,false,Move,0,121,-86,,126,-90
206.63516,4756.5,4790.5,0.8482828,true,Move,0,121,-86,,121,-90
206.63516,4790.5,4849.5,0.7516177,true,Move,4,-44,-18,,-49,-21
206.63516,4849.5,4866.5,0.9210227,false,Move,3,-61,83,,-64,82
206.63516,4849.5,4819,1,true,Move,1,154,-10,,151,-8
206.63516,4819,4837,0.9165762,true,Move,2,15,-37,,13,-40
206.63516,4837,5248,0.13683043,false,Swap,1,13,-40,2,151,-8
206.63516,4837,4822.5,1,true,Move,4,-49,-21,,-46,-23
206.63516,4822.5,4729.5,1,true,Swap,4,121,-90,0,-46,-23
206.63516,4729.5,4741.5,0.94358075,true,Move,1,151,-8,,153,-6
206.63516,4741.5,4964.5,0.3398684,true,Swap,3,153,-6,1,-61,83
206.63516,4964.5,4982,0.9187968,true,Move,0,-46,-23,,-43,-27
206.63516,4982,4948,1,true,Move,4,121,-90,,117,-90
206.63516,4948,4858,1,true,Swap,4,13,-40,2,117,-90
206.63516,4858,4838.5,1,true,Move,4,13,-40,,11,-37
206.63516,4838.5,4821,1,true,Move,3,153,-6,,149,-9
206.63516,4821,4821,1,true,Swap,4,149,-9,3,11,-37
206.63516,4821,4810,1,true,Move,2,117,-90,,114,-91
206.63516,4810,4935,0.5461121,false,Swap,1,11,-37,3,-61,83
206.63516,4810,4852.5,0.8140964,true,Move,1,-61,83,,-66,83
206.63516,4852.5,4922.5,0.7126525,true,Move,4,149,-9,,154,-14
206.63516,4922.5,4918,1,true,Move,3,11,-37,,8,-37
206.63516,4918,5249.5,0.20103489,false,Swap,2,-43,-27,0,114,-91
206.63516,4918,4933.5,0.9277329,true,Move,3,8,-37,,11,-39
206.63516,4933.5,4976,0.8140964,true,Move,1,-66,83,,-66,88
206.63516,4976,4961,1,true,Move,4,154,-14,,149,-19
206.63516,4961,4902,1,true,Move,0,-43,-27,,-40,-22
206.63516,4902,4904,0.99036777,true,Move,4,149,-19,,146,-24
206.63516,4904,4884.5,1,true,Move,0,-40,-22,,-38,-21
206.63516,4884.5,4898.5,0.93449193,true,Move,0,-38,-21,,-39,-22
206.63516,4898.5,4878.5,1,true,Move,2,114,-91,,114,-89
206.63516,4878.5,5029,0.48271117,false,Swap,2,-66,88,1,114,-89
206.63516,4878.5,5353.5,0.100385495,false,Swap,1,146,-24,4,-66,88
206.63516,4878.5,4929.5,0.7812877,false,Move,1,-66,88,,-68,92
206.63516,4878.5,4802,1,true,Move,1,-66,88,,-62,83
194.23705,4802,4808.5,0.9670895,true,Move,4,146,-24,,150,-19
194.23705,4808.5,4867.5,0.7380434,true,Move,4,150,-19,,155,-22
194.23705,4867.5,4872.5,0.9745867,true,Move,2,114,-89,,119,-86
194.23705,4872.5,5356.5,0.082760796,false,Swap,4,-62,83,1,155,-22
194.23705,4872.5,4861.5,1,true,Move,2,119,-86,,116,-87
194.23705,4861.5,4881.5,0.9021568,true,Move,2,116,-87,,116,-89
194.23705,4881.5,4876.5,1,true,Move,2,116,-89,,111,-92
194.23705,4876.5,4876.5,1,true,Move,1,-62,83,,-59,86
194.23705,4876.5,5068.5,0.37214085,false,Swap,0,11,-39,3,-39,-22
194.23705,4876.5,5224.5,0.16668904,false,Swap,0,155,-22,4,-39,-22
194.23705,4876.5,4868,1,true,Move,1,-59,86,,-55,89
194.23705,4868,4809,1,true,Swap,1,-39,-22,0,-55,89
194.23705,4809,4809,1,true,Move,0,-55,89,,-50,94
194.23705,4809,4789.5,1,true,Move,3,11,-39,,9,-36
194.23705,4789.5,4848.5,0.7380434,true,Swap,0,-39,-22,1,-50,94
194.23705,4848.5,4789.5,1,true,Swap,0,-50,94,1,-39,-22
194.23705,4789.5,4756,1,true,Move,3,9,-36,,5,-31
194.23705,4756,4815,0.7380434,true,Swap,1,-50,94,0,-39,-22
194.23705,4815,4813.5,1,true,Move,3,5,-31,,4,-31
194.23705,4813.5,4771,1,true,Move,4,155,-22,,150,-22
194.23705,4771,4813.5,0.80347854,false,Move,0,-39,-22,,-39,-27
194.23705,4771,4728.5,1,true,Move,1,-50,94,,-47,92
194.23705,4728.5,4750.5,0.8929152,true,Move,4,150,-22,,150,-26
194.23705,4750.5,4764,0.93285763,true,Move,3,4,-31,,2,-34
194.23705,4764,4811,0.78507787,false,Move,2,111,-92,,112,-96
194.23705,4764,4811.5,0.78305954,true,Move,0,-39,-22,,-43,-25
194.23705,4811.5,4866.5,0.75339985,false,Move,2,111,-92,,116,-94
194.23705,4811.5,4740.5,1,true,Swap,1,-43,-25,0,-47,92
194.23705,4740.5,4687,1,true,Move,0,-47,92,,-42,90
194.23705,4687,4648,1,true,Move,4,150,-26,,146,-24
194.23705,4648,4780,0.5068288,true,Swap,3,-43,-25,1,2,-34
194.23705,4780,4805.5,0.87696964,true,Move,0,-42,90,,-40,95
194.23705,4805.5,4977.5,0.4125013,false,Swap,0,111,-92,2,-40,95
194.23705,4805.5,4963,0.4444735,true,Swap,3,111,-92,2,-43,-25
194.23705,4963,4787,1,true,Swap,3,-40,95,0,111,-92
194.23705,4787,4481,1,true,Swap,4,2,-34,1,146,-24
194.23705,4481,4465.5,1,true,Move,4,2,-34,,3,-32
194.23705,4465.5,4566.5,0.5945305,false,Swap,4,-40,95,3,3,-32
194.23705,4465.5,4430,1,true,Move,4,3,-32,,2,-28
194.23705,4430,4410,1,true,Move,2,-43,-25,,-39,-27
194.23705,4410,4375.5,1,true,Move,1,146,-24,,141,-26
194.23705,4375.5,4412,0.8286854,true,Move,1,141,-26,,144,-28
194.23705,4412,4605.5,0.36927804,false,Swap,2,-40,95,3,-39,-27
194.23705,4412,4605.5,0.36927804,false,Swap,2,-40,95,3,-39,-27
194.23705,4412,4395,1,true,Move,3,-40,95,,-39,94
194.23705,4395,4406.5,0.9425126,true,Move,4,2,-28,,6,-29
194.23705,4406.5,4398.5,1,true,Move,2,-39,-27,,-42,-22
194.23705,4398.5,4376.5,1,true,Move,4,6,-29,,6,-25
194.23705,4376.5,4383.5,0.9646032,true,Move,4,6,-25,,7,-26
194.23705,4383.5,4383.5,1,true,Move,2,-42,-22,,-42,-22
174.81334,4383.5,4338.5,1,true,Move,1,144,-28,,140,-26
174.81334,4338.5,4312.5,1,true,Move,0,111,-92,,114,-87
174.81334,4312.5,4352,0.79775375,true,Move,3,-39,94,,-40,98
174.81334,4352,4375.5,0.8742149,true,Move,4,7,-26,,6,-30
174.81334,4375.5,4373,1,true,Move,4,6,-30,,10,-29
174.81334,4373,4873,0.057257667,false,Swap,0,-40,98,3,114,-87
174.81334,4373,4512.5,0.45023122,false,Swap,2,10,-29,4,-42,-22
174.81334,4373,4418,0.7730454,true,Move,0,114,-87,,116,-91
174.81334,4418,5064.5,0.024767319,false,Swap,2,116,-91,0,-42,-22
174.81334,4418,4435,0.90733224,true,Move,3,-40,98,,-40,100
174.81334,4435,4446,0.9390146,true,Move,4,10,-29,,6,-31
174.81334,4446,4417.5,1,true,Move,3,-40,100,,-42,95
174.81334,4417.5,4460,0.78418016,true,Move,1,140,-26,,145,-26
174.81334,4460,4462,0.9886244,true,Move,2,-42,-22,,-46,-17
174.81334,4462,4468,0.96626,true,Swap,0,145,-26,1,116,-91
174.81334,4468,4463,1,true,Move,0,145,-26,,147,-22
174.81334,4463,4473.5,0.9417042,true,Move,0,147,-22,,145,-27
174.81334,4473.5,4541,0.6796848,false,Move,3,-42,95,,-46,100
174.81334,4473.5,4467.5,1,true,Swap,4,145,-27,0,6,-31
174.81334,4467.5,4442,1,true,Move,3,-42,95,,-42,92
174.81334,4442,4406,1,true,Move,1,116,-91,,111,-90
174.81334,4406,4416.5,0.9417042,true,Move,4,145,-27,,143,-32
174.81334,4416.5,4393.5,1,true,Move,4,143,-32,,139,-34
174.81334,4393.5,4407.5,0.92303747,true,Move,2,-46,-17,,-46,-19
174.81334,4407.5,4391,1,true,Move,0,6,-31,,6,-28
174.81334,4391,4388.5,1,true,Move,0,6,-28,,8,-27
174.81334,4388.5,4357.5,1,true,Move,3,-42,92,,-41,89
174.81334,4357.5,4313,1,true,Move,3,-41,89,,-36,87
174.81334,4313,4315.5,0.9858008,true,Move,1,111,-90,,113,-89
174.81334,4315.5,4290,1,true,Move,3,-36,87,,-36,84
174.81334,4290,4318.5,0.8495648,true,Move,3,-36,84,,-35,88
174.81334,4318.5,4978.5,0.02292664,false,Swap,2,139,-34,4,-46,-19
174.81334,4318.5,4344.5,0.8618017,true,Move,4,139,-34,,144,-31
174.81334,4344.5,4407.5,0.6974082,true,Swap,0,-46,-19,2,8,-27
174.81334,4407.5,4388.5,1,true,Move,2,8,-27,,4,-26
174.81334,4388.5,4382,1,true,Move,4,144,-31,,140,-36
174.81334,4382,4346,1,true,Move,4,140,-36,,139,-31
174.81334,4346,4331.5,1,true,Move,1,113,-89,,115,-86
174.81334,4331.5,4308.5,1,true,Move,0,-46,-19,,-42,-21
174.81334,4308.5,4338.5,0.84230626,true,Move,2,4,-26,,7,-29
174.81334,4338.5,4595,0.2305519,false,Swap,2,-35,88,3,7,-29
174.81334,4338.5,4285.5,1,true,Move,0,-42,-21,,-39,-16
174.81334,4285.5,4243,1,true,Move,4,139,-31,,134,-31
174.81334,4243,4243,1,true,Move,3,-35,88,,-30,93
174.81334,4243,4766.5,0.050055508,false,Swap,2,134,-31,4,7,-29
174.81334,4243,4223,1,true,Move,0,-39,-16,,-36,-17
174.81334,4223,4215,1,true,Move,2,7,-29,,9,-27
174.81334,4215,4281,0.685542,false,Swap,0,134,-31,4,-36,-17
174.81334,4215,4441.5,0.27371502,false,Swap,1,9,-27,2,115,-86
174.81334,4215,4596,0.11310175,false,Swap,1,-36,-17,0,115,-86
157.332,4215,4192.5,1,true,Move,4,134,-31,,132,-30
157.332,4192.5,4142,1,true,Move,0,-36,-17,,-32,-14
157.332,4142,4123,1,true,Move,4,132,-30,,133,-25
157.332,4123,4156.5,0.80821633,true,Move,4,133,-25,,135,-28
157.332,4156.5,4173.5,0.89758116,false,Move,4,135,-28,,137,-28
157.332,4156.5,4156.5,1,true,Move,0,-32,-14,,-32,-14
157.332,4156.5,4182,0.8503752,true,Move,3,-30,93,,-30,96
157.332,4182,4148,1,true,Move,3,-30,96,,-26,96
157.332,4148,4135,1,true,Move,2,9,-27,,14,-23
157.332,4135,4106,1,true,Move,2,14,-23,,16,-18
157.332,4106,4145.5,0.77797455,false,Move,0,-32,-14,,-36,-15
157.332,4106,4089,1,true,Move,3,-26,96,,-29,91
157.332,4089,4080,1,true,Move,1,115,-86,,118,-83
157.332,4080,4329,0.20543194,false,Swap,3,16,-18,2,-29,91
157.332,4080,4532,0.056534413,false,Swap,4,-29,91,3,135,-28
157.332,4080,4470,0.08384088,false,Swap,0,118,-83,1,-32,-14
157.332,4080,4149,0.64496255,false,Swap,0,135,-28,4,-32,-14
157.332,4080,4084,0.97489655,true,Move,2,16,-18,,15,-19
157.332,4084,4092.5,0.9474076,true,Move,3,-29,91,,-32,89
157.332,4092.5,4054.5,1,true,Move,2,15,-19,,14,-14
157.332,4054.5,4102.5,0.737059,false,Move,4,135,-28,,140,-29
157.332,4054.5,4048.5,1,true,Swap,4,118,-83,1,135,-28
157.332,4048.5,4047.5,1,true,Move,2,14,-14,,16,-13
157.332,4047.5,4089.5,0.7657103,true,Move,1,135,-28,,138,-31
157.332,4089.5,4064.5,1,true,Move,1,138,-31,,137,-28
157.332,4064.5,4081.5,0.89758116,true,Move,3,-32,89,,-34,89
157.332,4081.5,4539.5,0.054419022,false,Swap,3,118,-83,4,-34,89
157.332,4081.5,4118.5,0.7904353,true,Move,4,118,-83,,117,-88
157.332,4118.5,4730.5,0.020448137,false,Swap,2,117,-88,4,16,-13
157.332,4118.5,4127,0.9474076,true,Move,1,137,-28,,138,-28
157.332,4127,4144,0.89758116,true,Move,3,-34,89,,-38,87
157.332,4144,4150,0.9625821,true,Swap,1,117,-88,4,138,-28
157.332,4150,4160,0.938418,true,Move,2,16,-13,,17,-14
157.332,4160,4143,1,true,Move,1,117,-88,,117,-86
157.332,4143,4134.5,1,true,Move,3,-38,87,,-34,90
157.332,4134.5,4185.5,0.7231379,true,Move,3,-34,90,,-35,95
157.332,4185.5,4489.5,0.14482637,false,Swap,1,-35,95,3,117,-86
157.332,4185.5,4112,1,true,Swap,0,17,-14,2,-32,-14
157.332,4112,4112,1,true,Move,2,-32,-14,,-29,-17
157.332,4112,4561,0.057622757,false,Swap,4,-35,95,3,138,-28
157.332,4112,4160,0.737059,false,Move,1,117,-86,,118,-91
157.332,4112,4107,1,true,Move,4,138,-28,,140,-24
157.332,4107,4076.5,1,true,Move,4,140,-24,,139,-20
157.332,4076.5,4127.5,0.7231379,true,Move,3,-35,95,,-39,97
157.332,4127.5,4552.5,0.06711859,false,Swap,4,-39,97,3,139,-20
157.332,4127.5,4088,1,true,Move,4,139,-20,,135,-19
157.332,4088,4020,1,true,Move,3,-39,97,,-34,94
157.332,4020,3978,1,true,Move,4,135,-19,,132,-16
157.332,3978,3972,1,true,Swap,1,132,-16,4,117,-86
157.332,3972,4017,0.75124806,false,Move,1,132,-16,,136,-18
141.5988,3972,3995,0.85007495,true,Move,4,117,-86,,115,-90
141.5988,3995,4054.5,0.6569146,false,Move,3,-34,94,,-39,96
141.5988,3995,4674.5,0.00823988,false,Swap,2,115,-90,4,-29,-17
141.5988,3995,4017,0.8560996,true,Move,1,132,-16,,132,-20
141.5988,4017,4017,1,true,Move,3,-34,94,,-33,95
141.5988,4017,3949,1,true,Move,3,-33,95,,-28,92
141.5988,3949,3955.5,0.9551333,true,Move,4,115,-90,,110,-94
141.5988,3955.5,3976,0.86521673,true,Move,4,110,-94,,106,-99
141.5988,3976,3968.5,1,true,Move,0,17,-14,,12,-14
141.5988,3968.5,3997,0.81768924,true,Move,3,-28,92,,-27,96
141.5988,3997,4020,0.85007495,false,Move,0,12,-14,,9,-19
141.5988,3997,4001,0.97214645,true,Move,2,-29,-17,,-28,-19
141.5988,4001,4076,0.58880186,true,Move,2,-28,-19,,-32,-24
141.5988,4076,4079,0.9790362,true,Move,1,132,-20,,133,-19
141.5988,4079,4092.5,0.909064,true,Move,3,-27,96,,-32,94
141.5988,4092.5,4380.5,0.13082229,false,Swap,0,133,-19,1,12,-14
141.5988,4092.5,4126.5,0.78653735,false,Move,3,-32,94,,-32,98
141.5988,4092.5,4085.5,1,true,Move,2,-32,-24,,-30,-25
141.5988,4085.5,4050.5,1,true,Move,2,-30,-25,,-30,-20
141.5988,4050.5,4445.5,0.061447524,false,Swap,3,106,-99,4,-32,94
141.5988,4050.5,4058,0.94841176,true,Move,0,12,-14,,17,-14
141.5988,4058,4047.5,1,true,Move,0,17,-14,,21,-11
141.5988,4047.5,4066.5,0.87443095,true,Move,1,133,-19,,132,-24
141.5988,4066.5,4058,1,true,Move,1,132,-24,,131,-24
141.5988,4058,4058,1,true,Move,1,131,-24,,131,-24
141.5988,4058,4213,0.33465937,false,Swap,0,-32,94,3,21,-11
141.5988,4058,4086,0.82058173,false,Move,4,106,-99,,108,-101
141.5988,4058,4030,1,true,Move,2,-30,-20,,-27,-19
141.5988,4030,4058,0.82058173,false,Move,2,-27,-19,,-27,-23
141.5988,4030,4030,1,true,Move,3,-32,94,,-29,97
141.5988,4030,4349.5,0.10472944,true,Swap,2,131,-24,1,-27,-19
141.5988,4349.5,4409.5,0.654599,true,Swap,2,106,-99,4,131,-24
141.5988,4409.5,4421.5,0.91874516,true,Move,2,106,-99,,102,-103
141.5988,4421.5,4711,0.12944373,false,Swap,3,102,-103,2,-29,97
141.5988,4421.5,4389.5,1,true,Move,0,21,-11,,20,-6
141.5988,4389.5,4399.5,0.931814,true,Move,0,20,-6,,21,-7
